type,title,author,content,date,push_tag,original_title
comment,,qxxrbull,: 其實有這種心態很正常 很多有經歷十信案 中興案 中華案,07/14 13:21,推,[閒聊] 如何讓家人開戶
comment,,qxxrbull,: 的老人都不敢把錢放郵局台銀土銀以外的機構,07/14 13:21,→,[閒聊] 如何讓家人開戶
comment,,tree325,: 如果長輩有一銀，可以先推薦ileo，公股銀他們比較放心,07/14 13:22,推,[閒聊] 如何讓家人開戶
comment,,qxxrbull,: 縱使最後這些案件一般存款都有全額獲得理賠保障 但當時,07/14 13:23,→,[閒聊] 如何讓家人開戶
comment,,qxxrbull,: 擠兌的陰影還是揮之不去,07/14 13:23,→,[閒聊] 如何讓家人開戶
comment,,tree325,: 但他們通常喜歡臨櫃匯款，叫他們學app轉帳很難,07/14 13:23,→,[閒聊] 如何讓家人開戶
comment,,suuz,: 繞個路先推他們開始用PX PAY這些東西看看 習慣這些科技後,07/14 13:29,推,[閒聊] 如何讓家人開戶
comment,,suuz,: 長輩也許就會自己開始研究起數位帳戶（我家人的經驗XD）,07/14 13:29,→,[閒聊] 如何讓家人開戶
comment,,windsson,: 去定存就好了，不用太操心，辦高利幾乎都數位帳戶,07/14 13:32,推,[閒聊] 如何讓家人開戶
comment,,windsson,: 老人家根本都不懂，到時候被詐騙得不償失,07/14 13:32,→,[閒聊] 如何讓家人開戶
comment,,windsson,: 我本來也考慮讓我媽用，後來還是放棄，讓他去定存就好,07/14 13:32,→,[閒聊] 如何讓家人開戶
comment,,windsson,: 還是他常去的信用合作社他比較安心,07/14 13:33,→,[閒聊] 如何讓家人開戶
comment,,seanidiot,: 一葉知秋,07/14 13:47,噓,[閒聊] 如何讓家人開戶
comment,,snownight,: 沒有安全意識的長輩不要用，否則壞人不用詐騙就可以把,07/14 13:50,→,[閒聊] 如何讓家人開戶
comment,,snownight,: 他的錢轉走了,07/14 13:50,→,[閒聊] 如何讓家人開戶
comment,,sephiroth323,: 葉落知秋,07/14 13:53,噓,[閒聊] 如何讓家人開戶
comment,,hsupeter92,: 建議不要插手比較好，不然自己有事,07/14 13:54,推,[閒聊] 如何讓家人開戶
comment,,amicell,: 再怎樣也不會推新光OU這類要解麻煩任務的,07/14 14:00,噓,[閒聊] 如何讓家人開戶
comment,,amicell,": 老人家簡簡單單存著,不用管太多",07/14 14:01,→,[閒聊] 如何讓家人開戶
comment,,Kazamatsuri,: 同溫層外沒好的誘因其實不太想學新事物的,07/14 14:01,→,[閒聊] 如何讓家人開戶
comment,,runrunkaka,: 再怎樣都不會是推新光有條件的OU好嗎？除非你是業配,07/14 14:02,噓,[閒聊] 如何讓家人開戶
comment,,alloc,: 放過長輩好嗎 為了那一點點的利息要搞得人家很沒安全感又,07/14 14:08,噓,[閒聊] 如何讓家人開戶
comment,,alloc,: 麻煩 他們要的只是穩定安全而已,07/14 14:08,→,[閒聊] 如何讓家人開戶
comment,,Kazamatsuri,: 反正先把自己搞好 之後她們看到你有多錢買東西 想要,07/14 14:21,→,[閒聊] 如何讓家人開戶
comment,,Kazamatsuri,: 問的自然就會主動問你 不要強迫人家,07/14 14:21,→,[閒聊] 如何讓家人開戶
comment,,starwillow,: 業配滾,07/14 14:23,噓,[閒聊] 如何讓家人開戶
comment,,chrisgame,: 我自己是直接帶我媽操作，她不緊張接受度就比較高,07/14 14:33,推,[閒聊] 如何讓家人開戶
comment,,addy7533967,: 長輩心中的金融機構地位，郵局>臺銀>>>others,07/14 14:40,推,[閒聊] 如何讓家人開戶
comment,,addy7533967,: 還記得金融海嘯時幾個長輩是揪團跑去開台銀實體戶,07/14 14:41,→,[閒聊] 如何讓家人開戶
comment,,ppgg486,: 沒存摺的數位帳戶可能難度太高，從台銀土銀彰銀公股行庫,07/14 14:49,推,[閒聊] 如何讓家人開戶
comment,,ppgg486,: 的實體帳戶先吧,07/14 14:49,→,[閒聊] 如何讓家人開戶
comment,,Kazamatsuri,: 要找他們有興趣的誘因下手 不然就是強迫人家,07/14 14:52,推,[閒聊] 如何讓家人開戶
comment,,janice01,: 長輩不是被詐騙的話，怎樣用錢都別管,07/14 14:52,推,[閒聊] 如何讓家人開戶
comment,,crh613,: 沒必要，等等被兄弟姊妹或是他們另一半發現，又會被說一,07/14 14:57,推,[閒聊] 如何讓家人開戶
comment,,crh613,: 堆話了,07/14 14:57,→,[閒聊] 如何讓家人開戶
comment,,Kazamatsuri,: 修改用詞：不然就是「變成」強迫人家了,07/14 14:58,→,[閒聊] 如何讓家人開戶
comment,,rz759,: 人家要存哪就存哪，不用管那麼多==,07/14 15:01,噓,[閒聊] 如何讓家人開戶
comment,,rz759,: 也要考慮人家對銀行的觀感好不好，跟在不在意那點利息,07/14 15:01,→,[閒聊] 如何讓家人開戶
comment,,charles0939,: 人家的錢，你是有什麼想法？,07/14 15:05,噓,[閒聊] 如何讓家人開戶
comment,,stocktonty,: 說不定人家秀出來房地產好幾張,07/14 15:11,推,[閒聊] 如何讓家人開戶
comment,,catuncle1,: 存錢是好事，但錢是他的，這種事也不需要強迫,07/14 15:17,→,[閒聊] 如何讓家人開戶
comment,,catuncle1,: 我自己的母親，到現在還是會把大把鈔票放櫃子上層，每,07/14 15:18,→,[閒聊] 如何讓家人開戶
comment,,catuncle1,: 幾天會拿下來數數看看，老人家沒有安全感，他要看到錢,07/14 15:19,→,[閒聊] 如何讓家人開戶
comment,,catuncle1,: 錢才會覺得安心，其實我們這些子女也不會丟下他，但是,07/14 15:20,→,[閒聊] 如何讓家人開戶
comment,,catuncle1,: 那就是他生活的一部分，做子女的，就只能順著他,07/14 15:20,→,[閒聊] 如何讓家人開戶
comment,,cheng1989,: 沒必要. 這樣折騰是能多賺幾顆便當錢?,07/14 15:24,推,[閒聊] 如何讓家人開戶
comment,,hsiche,: 西瓜老字號 家人的接受度應該也會比較高 試試囉,07/14 15:37,推,[閒聊] 如何讓家人開戶
comment,,jenqhau,: 對方不願意就打住。我連兄弟姐妹都說不動，只是開戶賺推,07/14 15:38,推,[閒聊] 如何讓家人開戶
comment,,jenqhau,: 薦500也不願意。長輩更難，說是「邪魔外道，銀行定存才多,07/14 15:38,→,[閒聊] 如何讓家人開戶
comment,,jenqhau,: 少，怎麼可能利息那麼高」。就不用自討沒趣。想起以前幫,07/14 15:38,→,[閒聊] 如何讓家人開戶
comment,,jenqhau,: 長輩連熱點設鈴聲，幾個月後打電話跟我討她app商店的帳密,07/14 15:38,→,[閒聊] 如何讓家人開戶
comment,,jenqhau,: ，然後親戚聚會都要講一次。我就再也不自找麻煩,07/14 15:38,→,[閒聊] 如何讓家人開戶
comment,,lisamaa,: 可以理解你啦 但真的不要管別人的錢,07/14 15:45,→,[閒聊] 如何讓家人開戶
comment,,Behave,: 你在這邊只會找到覺醒仔抱團搞世代仇恨，怎麼會有好意見,07/14 15:49,推,[閒聊] 如何讓家人開戶
comment,,Kazamatsuri,: 所以樓上有什麼好意見嗎？不然就是你口中的覺醒仔喔~,07/14 15:51,推,[閒聊] 如何讓家人開戶
comment,,alloc,: 好意見就是不要多管閒事 賺那一點點利息不會感激你 一出事,07/14 16:07,噓,[閒聊] 如何讓家人開戶
comment,,alloc,: 你就死定了,07/14 16:07,→,[閒聊] 如何讓家人開戶
comment,,sinclaireche,: 看起來就來ya的 要出什麼意見,07/14 16:09,噓,[閒聊] 如何讓家人開戶
comment,,scimiter,: 是長輩，但你不推薦簡單無腦放就有高利的，反而推OU?,07/14 16:19,推,[閒聊] 如何讓家人開戶
comment,,dbdudsorj,: 根本就不用管人家 那不是你的錢 那點利息要抗什麼通膨,07/14 16:22,噓,[閒聊] 如何讓家人開戶
comment,,dbdudsorj,: ？別笑死了好嗎這理由太好笑了啦,07/14 16:22,→,[閒聊] 如何讓家人開戶
comment,,mooret6j,: 新光應該不用業吧 一堆網紅整理,07/14 16:47,推,[閒聊] 如何讓家人開戶
comment,,cashnick,: 不是你的錢請勿過於熱心以免造成他人困擾,07/14 16:58,推,[閒聊] 如何讓家人開戶
comment,,r88446007,: 聯邦 新光OU 一堆人推 真的不太缺業績,07/14 17:07,→,[閒聊] 如何讓家人開戶
comment,,yuenru,: 新光數位帳戶ou還要解任務確定？,07/14 17:08,→,[閒聊] 如何讓家人開戶
comment,,yuenru,: 照你的敘述其實完全就不要去跟長輩講這種事了,07/14 17:08,→,[閒聊] 如何讓家人開戶
comment,,yuenru,: 已經是這樣子的生活過了幾十年。你用一個新想法想要改變,07/14 17:09,→,[閒聊] 如何讓家人開戶
comment,,yuenru,: 他們的理財習慣。這是非常困難的。,07/14 17:09,→,[閒聊] 如何讓家人開戶
comment,,yuenru,: 搞得不好你還會被認為是有 其他不好的 打算......,07/14 17:09,→,[閒聊] 如何讓家人開戶
comment,,yuenru,: 就真的是kuso了,07/14 17:10,→,[閒聊] 如何讓家人開戶
comment,,doris9421,: 數位帳戶優利多，但是老人不會用，算了吧,07/14 17:19,推,[閒聊] 如何讓家人開戶
comment,,doris9421,: 要解任務的也不行,07/14 17:20,→,[閒聊] 如何讓家人開戶
comment,,mx5021,: 長輩習慣定存 數位活存實際拿到的利息 差距有限 不要搞自,07/14 17:21,噓,[閒聊] 如何讓家人開戶
comment,,mx5021,: 己,07/14 17:21,→,[閒聊] 如何讓家人開戶
comment,,ililcawa,: 幫補血 但切身之痛 奉勸不要介入比較好,07/14 17:26,推,[閒聊] 如何讓家人開戶
comment,,operatorm,: 下一篇:如何婉拒晚輩勸說開戶,07/14 17:32,噓,[閒聊] 如何讓家人開戶
comment,,JasonX5566,: ya,07/14 17:37,噓,[閒聊] 如何讓家人開戶
comment,,canlest,: Ya,07/14 18:05,噓,[閒聊] 如何讓家人開戶
comment,,m0806449,: 等到哪天你終於繼承到了 你愛幹嘛就幹嘛,07/14 18:07,噓,[閒聊] 如何讓家人開戶
comment,,yuru015,: 可以分享觀點 但不要過度介入的好,07/14 18:10,推,[閒聊] 如何讓家人開戶
comment,,jasome,: 每個人在意的點不同 不用去想要改變他人的想法,07/14 18:15,→,[閒聊] 如何讓家人開戶
comment,,sun0827,: 公股銀行的養老信託也是可以考慮一下啊，基本上就是定存,07/14 18:24,推,[閒聊] 如何讓家人開戶
comment,,jason1515,: 還特別說是哪一間 感覺很ya,07/14 18:28,→,[閒聊] 如何讓家人開戶
comment,,jason1515,: 還特別截圖 恩…,07/14 18:29,→,[閒聊] 如何讓家人開戶
comment,,julia00,: 前陣子真的很多人在分享 權益剛改版 很正常吧,07/14 18:31,推,[閒聊] 如何讓家人開戶
comment,,az981256,: 讓長輩自己去處理更好,07/14 18:59,推,[閒聊] 如何讓家人開戶
comment,,zerok,: 選一個需解任務只能放20 是真心想替長輩找資源 嗎？,07/14 19:11,推,[閒聊] 如何讓家人開戶
comment,,Zenka,: 不要多管閒事,07/14 19:13,噓,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 我就問一個問題：你的售後服務可以做到什麼程度？,07/14 19:20,推,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 那些不是自己的錢，你涉入其中，以後會有問不完的問題等著,07/14 19:21,→,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 你，你有自信有耐心去好好解釋未來使用這些帳戶上大大小小,07/14 19:22,→,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 的問題嗎？,07/14 19:22,→,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 數位帳戶是很好，但對有些年紀大的人來說，要解釋裡面的細,07/14 19:23,→,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 節到他聽得懂，會花許多時間，而且聽一次就忘，他可能重複,07/14 19:24,→,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 的問題會問你100次，你的售後服務可以做到這種程度嗎？,07/14 19:24,→,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 每次講解的時候不能發脾氣哦，不可以說我上次已經教過了你,07/14 19:28,→,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 還問，要我講幾次，不可以有這種態度哦。,07/14 19:28,→,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 因為人家本來沒想到要開這種帳戶，是你說服他開的，你就要,07/14 19:29,→,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 負責到底啦！,07/14 19:29,→,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 這也就是我雖然自己已經有N個數位帳戶，但我沒有叫我媽開,07/14 19:31,推,[閒聊] 如何讓家人開戶
comment,,zetazko,: 長輩還是要看見存摺能刷更新比較放心吧,07/14 19:33,推,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 數位帳戶，一個都沒開，因為我沒有自信有辦法管那麼多。,07/14 19:33,→,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 有時候沒弄好，人家搞不好會怨你都是你啦、早知道就不開了,07/14 19:34,→,[閒聊] 如何讓家人開戶
comment,,TZUYIC,: 搞東搞西麻煩死了，你聽到這種話不會覺得很煩嗎？自找麻煩,07/14 19:34,→,[閒聊] 如何讓家人開戶
comment,,divinity5566,: 長輩真的就定存就好 就算是數位帳戶他們沒拿到存摺,07/14 19:35,推,[閒聊] 如何讓家人開戶
comment,,divinity5566,: 還是很不安心 一有什麼變動或者麻煩就是怪你,07/14 19:35,→,[閒聊] 如何讓家人開戶
comment,,tony870414,: 老人家沒有實體的東西他們會很緊張 不要多管閒事,07/14 19:36,噓,[閒聊] 如何讓家人開戶
comment,,tony870414,: 真的用了之後又會問東問西 什麼這東西安不安全什麼的,07/14 19:37,→,[閒聊] 如何讓家人開戶
comment,,divinity5566,: 真的要讓長輩開始使用 至少有選些大銀行的數位戶 例,07/14 19:39,推,[閒聊] 如何讓家人開戶
comment,,divinity5566,: 如台銀數位戶1.95% 現在數位戶都每月領息,07/14 19:39,→,[閒聊] 如何讓家人開戶
comment,,divinity5566,: 剩下就讓它存台銀或郵局定存 就好,07/14 19:39,→,[閒聊] 如何讓家人開戶
comment,,bailan,: 我叫長輩開過，但是是開他原本就有帳戶的台銀，不用解啥任,07/14 19:49,→,[閒聊] 如何讓家人開戶
comment,,bailan,: 務，利率不差，還有不少跨行轉帳次數，手機網銀雖然介面oo,07/14 19:50,→,[閒聊] 如何讓家人開戶
comment,,bailan,: 但算是簡單，教會後他省下每個月要跑去ATM轉錢，手機按兩,07/14 19:52,→,[閒聊] 如何讓家人開戶
comment,,bailan,: 關(一般戶轉數位，數位再轉出去)就好了。 這才是有誘因,07/14 19:53,→,[閒聊] 如何讓家人開戶
comment,,divinity5566,: 但主要還是看你跟你家人的相處方式啦,07/14 20:08,推,[閒聊] 如何讓家人開戶
comment,,divinity5566,: 我媽是很信任我 完全不懂,07/14 20:08,→,[閒聊] 如何讓家人開戶
comment,,divinity5566,: 我要他用什麼他就用 就是所有都幫他弄好好,07/14 20:08,→,[閒聊] 如何讓家人開戶
comment,,divinity5566,: 讓他覺得在家用手機滑滑比刷存摺臨櫃轉錢還要方便就,07/14 20:08,→,[閒聊] 如何讓家人開戶
comment,,divinity5566,: 好,07/14 20:08,→,[閒聊] 如何讓家人開戶
comment,,divinity5566,: 他連moneybook也在用 還說很好用XD,07/14 20:08,→,[閒聊] 如何讓家人開戶
comment,,linahou,: 長輩的錢自己決定 萬一未來帳戶出什麼狀況或投資失利 你,07/14 20:26,→,[閒聊] 如何讓家人開戶
comment,,linahou,: 就是好心被雷劈,07/14 20:26,→,[閒聊] 如何讓家人開戶
comment,,basacola,: 放那張圖就一副業配樣 內文講怎麼說服長輩你放那張圖什,07/14 20:43,噓,[閒聊] 如何讓家人開戶
comment,,basacola,: 麼意思？當這裡的人都老人不會查資料？,07/14 20:43,→,[閒聊] 如何讓家人開戶
comment,,ffffaaaatttt,: 這其實根本賺沒多少，但流程一堆，版上的各位都只,07/14 21:01,推,[閒聊] 如何讓家人開戶
comment,,ffffaaaatttt,: 是為了成就感與小確幸，錢真的就一咪咪罷了,07/14 21:01,→,[閒聊] 如何讓家人開戶
comment,,Athanasius,: 1. 要熟悉操作  2. 有在電子買賣股票需要交割戶,07/14 21:26,推,[閒聊] 如何讓家人開戶
comment,,Athanasius,: 3. 經常使用電子支付綁信用卡/銀行戶且有辦理ACH,07/14 21:27,→,[閒聊] 如何讓家人開戶
comment,,Athanasius,: 以上三點長輩願意去學  不然不建議他們開戶,07/14 21:27,→,[閒聊] 如何讓家人開戶
comment,,Athanasius,: 高利活存利息只是小小bonus而已,07/14 21:28,→,[閒聊] 如何讓家人開戶
comment,,aacj2642,: 呃…說不定這些額度對他們來說都太少咧,07/14 21:29,→,[閒聊] 如何讓家人開戶
comment,,Athanasius,: 我有認識60多歲長輩就很熱衷學習也有買股票,07/14 21:30,→,[閒聊] 如何讓家人開戶
comment,,Athanasius,: 就會推薦他用數位帳戶來交割，不無小補,07/14 21:31,→,[閒聊] 如何讓家人開戶
comment,,Kazamatsuri,: 所以到頭來還是要有誘因讓她們願意學啦～,07/14 21:45,→,[閒聊] 如何讓家人開戶
comment,,operatorm,": 我跟我爸說開京城goyee數位帳,存50萬美,月領7萬台幣,他",07/14 21:52,→,[閒聊] 如何讓家人開戶
comment,,operatorm,": 說他心臟不好,別瞎扯些不可能的事",07/14 21:52,→,[閒聊] 如何讓家人開戶
comment,,BosRedsucks,: ？,07/14 21:59,噓,[閒聊] 如何讓家人開戶
comment,,timidwei,: 長輩的錢不要管,07/14 23:11,→,[閒聊] 如何讓家人開戶
comment,,hank9201,: 直接幫長輩開數位戶,07/15 02:17,推,[閒聊] 如何讓家人開戶
comment,,gosy1102,: 別人的錢不要管,07/15 02:19,推,[閒聊] 如何讓家人開戶
comment,,mathrew,: 別人的錢不要管,07/15 04:46,推,[閒聊] 如何讓家人開戶
comment,,vgybhu,: 不要勸說長輩 他們自己的錢怎麼用最安心 就怎麼存～更何況,07/15 05:39,推,[閒聊] 如何讓家人開戶
comment,,vgybhu,: OU還要解任務 萬一突然接到詐騙電話 把長輩的錢騙走轉出去,07/15 05:39,→,[閒聊] 如何讓家人開戶
comment,,vgybhu,: 的話 你負擔的起嗎？,07/15 05:39,→,[閒聊] 如何讓家人開戶
comment,,redorange,: 就跟他們說說數帳的活存高利比郵局高多少 有意願就幫,07/15 06:22,推,[閒聊] 如何讓家人開戶
comment,,redorange,: 他開戶 沒有就別勉強 只推薦無條件高利的銀行 要做任,07/15 06:22,→,[閒聊] 如何讓家人開戶
comment,,redorange,: 務才有高利的直接pass,07/15 06:22,→,[閒聊] 如何讓家人開戶
comment,,redorange,: 我就是這樣跟我爸媽講 我爸完全沒興趣 我媽願意試試,07/15 06:27,→,[閒聊] 如何讓家人開戶
comment,,redorange,: 但開戶申請app安裝帳號密碼等所有前置作業都要幫她弄,07/15 06:27,→,[閒聊] 如何讓家人開戶
comment,,redorange,: 好 她只會打開app看裡面有沒有錢,07/15 06:27,→,[閒聊] 如何讓家人開戶
comment,,klyuch,: 其實如果我是年紀大的人，可能也不會想開數位戶。原因：,07/15 07:50,推,[閒聊] 如何讓家人開戶
comment,,klyuch,: 1. 要參加活動 可能要去消費 很麻煩，年輕人參加都嫌麻煩,07/15 07:50,→,[閒聊] 如何讓家人開戶
comment,,klyuch,: 了，如果已退休常在家的，要參加更麻煩。,07/15 07:50,→,[閒聊] 如何讓家人開戶
comment,,klyuch,: 2. 高利活動通常都是小額，長輩的錢應該蠻多的，利息可能,07/15 07:50,→,[閒聊] 如何讓家人開戶
comment,,klyuch,: 也賺不到多少。把錢轉來轉去，也蠻花時間的。,07/15 07:50,→,[閒聊] 如何讓家人開戶
comment,,klyuch,: 3. 長輩不太會操作手機電腦，而詐騙通常是透過手機電腦。,07/15 07:50,→,[閒聊] 如何讓家人開戶
comment,,klyuch,: 開數位戶網銀之類的，如遇詐騙時，會增加被得手的風險！,07/15 07:50,→,[閒聊] 如何讓家人開戶
comment,,klyuch,: 以上 所以不建議開戶～,07/15 07:50,→,[閒聊] 如何讓家人開戶
comment,,hr07,: 你用那張圖葉不動老人家吧,07/15 09:37,噓,[閒聊] 如何讓家人開戶
comment,,nksp,: 管好自己的錢就好+1,07/15 09:47,推,[閒聊] 如何讓家人開戶
comment,,wenwei,: OU玩法太複雜了…年輕人都不一定理解…你怎麼會期待長輩能,07/15 10:14,→,[閒聊] 如何讓家人開戶
comment,,wenwei,: 懂？,07/15 10:14,→,[閒聊] 如何讓家人開戶
comment,,miruw,: 老人家解新光任務麻煩，而且這種多半有期限，到時又要搬錢,07/15 10:36,→,[閒聊] 如何讓家人開戶
comment,,minijin,: 郵局超過100萬是沒利息的,07/15 13:12,→,[閒聊] 如何讓家人開戶
comment,,charles269,: ou是大魔王等級 剛開戶進新手村未免也太刺激,07/15 14:54,推,[閒聊] 如何讓家人開戶
comment,,pk0943,: 管這麼多？又不是你的錢。,07/15 15:06,噓,[閒聊] 如何讓家人開戶
comment,,eric525498,: 你只能建議，不要插手,07/15 15:33,噓,[閒聊] 如何讓家人開戶
comment,,motheregg,: 葉味重,07/15 16:31,噓,[閒聊] 如何讓家人開戶
comment,,saito2190,: 有高利活存的還會以為你被詐騙 然後繼續指指點點,07/15 16:45,推,[閒聊] 如何讓家人開戶
comment,,saito2190,: 結論：不要管,07/15 16:45,→,[閒聊] 如何讓家人開戶
comment,,mamieg,: 解任務要把錢轉來轉去，長輩只會覺得你對他的錢動手動腳,07/15 17:29,推,[閒聊] 如何讓家人開戶
comment,,mamieg,: 。,07/15 17:29,→,[閒聊] 如何讓家人開戶
comment,,ching7896,: 這話題好像以前也有人開過 也是被砲轟XD,07/15 17:43,推,[閒聊] 如何讓家人開戶
comment,,wayfinders,: 超葉的 大家好認真回,07/15 19:57,噓,[閒聊] 如何讓家人開戶
comment,,pru5566,: 整篇文葉的味道也太重了吧,07/15 23:11,噓,[閒聊] 如何讓家人開戶
comment,,ROTFL,: 同意1F,07/16 09:00,→,[閒聊] 如何讓家人開戶
comment,,nnnnn222,: 我媽超過65歲，要辦網銀和行動銀行被拒絕,07/17 00:46,推,[閒聊] 如何讓家人開戶
comment,,cp296633,: 電腦25年前開始普及+學習年齡35  超過60沒啥救,07/17 06:19,→,[閒聊] 如何讓家人開戶
comment,,SHENG2014,: 你是不是看家人不懂，想要接管,07/17 12:22,噓,[閒聊] 如何讓家人開戶
comment,,ysy2003,": 你要勸人改變理財方式 自己要先改掉""通貨膨脹吃錢""這話",07/19 16:25,推,[閒聊] 如何讓家人開戶
comment,,ysy2003,: 術 因為沒有任何理財能取代儲蓄(定儲)保證不虧的特性,07/19 16:25,→,[閒聊] 如何讓家人開戶
comment,,ysy2003,: 理財習慣,07/19 16:27,推,[閒聊] 如何讓家人開戶
comment,,MoonAthenaX,: 我是反過來 我媽一直叫我幫她辦 目前已辦了兩家XD,08/04 14:32,推,[閒聊] 如何讓家人開戶
comment,,MoonAthenaX,: 在她平板裝了APP 她每月自己看利息進來好有成就感,08/04 14:33,→,[閒聊] 如何讓家人開戶
