title,author,date,link,push_count
Re: [情報] 上海商銀一年定存1.8%,hendrick,6/07,https://www.ptt.cc/bbs/Bank_Service/M.1686106174.A.897.html,12
[情報] 樂天限量定存1.7%到6/30,tusk,6/07,https://www.ptt.cc/bbs/Bank_Service/M.1686127972.A.D99.html,31
[情報] 112/7/8起遠東商銀網銀約定帳號上限50組,TZUYIC,6/07,https://www.ptt.cc/bbs/Bank_Service/M.1686147826.A.FD7.html,9
Re: [情報] 台新ATM 6/12-7/31天天抽888 端午加碼555,Kazamatsuri,6/08,https://www.ptt.cc/bbs/Bank_Service/M.1686234786.A.C42.html,3
關於DBR22倍,ryga817,6/09,https://www.ptt.cc/bbs/Bank_Service/M.1686245037.A.D8C.html,5
[情報] Bankee 2.6%延長至年底 首登送388,eowyn417,6/09,https://www.ptt.cc/bbs/Bank_Service/M.1686282352.A.91C.html,20
Fw: [心得] (代po) 國泰世華工作經驗分享,cytochrome,6/09,https://www.ptt.cc/bbs/Bank_Service/M.1686311196.A.8AF.html,68
[問題] 6/9玉山網路銀行是不是有問題?,MH2014,6/09,https://www.ptt.cc/bbs/Bank_Service/M.1686318135.A.84F.html,3
[問題] 新光OU用悠遊付解任務問題,SaluteYou,6/10,https://www.ptt.cc/bbs/Bank_Service/M.1686386188.A.99C.html,14
[公告] r9207 水桶一年,jasome,6/11,https://www.ptt.cc/bbs/Bank_Service/M.1686435194.A.594.html,
[情報] 將來銀行 約轉他人帳號 限額降低50/100萬元,Go2,6/12,https://www.ptt.cc/bbs/Bank_Service/M.1686509258.A.907.html,16
[討論] 關於凱基銀行網銀系統,maki810711,6/12,https://www.ptt.cc/bbs/Bank_Service/M.1686527877.A.649.html,1
[情報] 全支付 x 台新Richart 滿800送全點250點,arashivivian,6/12,https://www.ptt.cc/bbs/Bank_Service/M.1686537324.A.525.html,36
[問題] 國泰網銀app 開立外幣定存,kellyliuls,6/12,https://www.ptt.cc/bbs/Bank_Service/M.1686541747.A.6F2.html,
[問題] 從日本回台，剩下來的日幣,baby79080000,6/12,https://www.ptt.cc/bbs/Bank_Service/M.1686550075.A.551.html,17
[閒聊] 手機號碼被別人拿去玉山銀行使用,googled,6/12,https://www.ptt.cc/bbs/Bank_Service/M.1686551467.A.FF6.html,23
[討論] 樂天1.35%要沒了嗎？,kumo911,6/12,https://www.ptt.cc/bbs/Bank_Service/M.1686559882.A.E14.html,29
[情報] 華南銀行 JCB哆啦A夢Debit卡 停止新申請,TZUYIC,6/13,https://www.ptt.cc/bbs/Bank_Service/M.1686661732.A.C98.html,9
[問題]HSBC US客服拒絕幫忙升級其他國家帳戶,hg20214,6/13,https://www.ptt.cc/bbs/Bank_Service/M.1686670819.A.B96.html,4
[問題] 求推薦渣打北部分行,lask,6/14,https://www.ptt.cc/bbs/Bank_Service/M.1686706443.A.0F0.html,5
[問題] 上海商銀vip 要戶頭內有10萬活存？,shing2102,6/14,https://www.ptt.cc/bbs/Bank_Service/M.1686728829.A.8FA.html,3
[情報] 永豐大戶2023下半年 1.5%維持不變 18-19歲5萬內3%,Kazamatsuri,6/14,https://www.ptt.cc/bbs/Bank_Service/M.1686743084.A.F48.html,27
[閒聊] 特別營業時間的金融機構,qxxrbull,6/14,https://www.ptt.cc/bbs/Bank_Service/M.1686749812.A.7D5.html,7
[情報] 將來銀行快閃活動 6/15~6/30,beanjean,6/15,https://www.ptt.cc/bbs/Bank_Service/M.1686794528.A.17B.html,23
[問題] 彰銀開戶難易度？,Byzantin,6/15,https://www.ptt.cc/bbs/Bank_Service/M.1686817607.A.AE5.html,4
[新聞] 符合預期！美台利率同步凍漲 央行會後記,TZUYIC,6/15,https://www.ptt.cc/bbs/Bank_Service/M.1686819543.A.DFF.html,6
[問題] 國泰koko金融卡如何開卡？（已解決,kop14922000,6/15,https://www.ptt.cc/bbs/Bank_Service/M.1686824546.A.629.html,2
[新聞]錢咧？銀行領10萬 控遭夾「59張」千元假鈔,GunHam,6/16,https://www.ptt.cc/bbs/Bank_Service/M.1686853558.A.BA0.html,35
[問題] 街口街利存利息顯示,aiko6576,6/17,https://www.ptt.cc/bbs/Bank_Service/M.1686960548.A.D19.html,6
[問題] Richart美元優利定存,algorithm,6/17,https://www.ptt.cc/bbs/Bank_Service/M.1686990811.A.6C0.html,9
[情報] RICHART Life App 免費領10台新點,arashivivian,6/17,https://www.ptt.cc/bbs/Bank_Service/M.1687000263.A.8C2.html,爆
Re: [問題] Richart美元優利定存,lsciencest,6/17,https://www.ptt.cc/bbs/Bank_Service/M.1687007534.A.E95.html,8
Re: [情報] 樂天限量定存1.7%到6/30,JFHo,6/17,https://www.ptt.cc/bbs/Bank_Service/M.1687007814.A.182.html,5
[情報] 淡水信用合作社112/6/1起調整營業時間,qxxrbull,6/19,https://www.ptt.cc/bbs/Bank_Service/M.1687105259.A.AB1.html,
[情報] OU數帳新戶扣繳燃料費 最高回饋現金488元,eric2802910,6/19,https://www.ptt.cc/bbs/Bank_Service/M.1687159203.A.EFF.html,9
[問題] ATM領外幣結果還是扣款台幣帳戶,zrct5566,6/19,https://www.ptt.cc/bbs/Bank_Service/M.1687164655.A.F6D.html,
[問題] 富邦無法登入,changshing,6/19,https://www.ptt.cc/bbs/Bank_Service/M.1687182872.A.0E2.html,2
[問題] 合庫網銀要開定存功能有這麼難嗎？,linkt0,6/19,https://www.ptt.cc/bbs/Bank_Service/M.1687183781.A.5D0.html,4
[心得] 狗狗舊戶申辦台新證券心得,h67568611,6/20,https://www.ptt.cc/bbs/Bank_Service/M.1687232875.A.178.html,20
Fw: [情報] 華南銀行X全支付 消費回饋最高50%,Dereck,6/20,https://www.ptt.cc/bbs/Bank_Service/M.1687256938.A.B30.html,43
[閒聊] 土地銀行櫃員如何嚴謹設定約定轉入帳戶,alberlike199,6/20,https://www.ptt.cc/bbs/Bank_Service/M.1687260978.A.B70.html,57
[問題] Bankee 第三類帳戶約定轉帳限額,ccccpppp,6/21,https://www.ptt.cc/bbs/Bank_Service/M.1687279917.A.925.html,4
Re: [閒聊] 土地銀行櫃員如何嚴謹設定約定轉入帳戶,kashima228,6/21,https://www.ptt.cc/bbs/Bank_Service/M.1687280107.A.01E.html,13
[情報] 京城銀行 5.4% 12個月超高利美金定存專案,TZUYIC,6/21,https://www.ptt.cc/bbs/Bank_Service/M.1687280386.A.9AB.html,20
[閒聊] 發利息囉,jasome,6/21,https://www.ptt.cc/bbs/Bank_Service/M.1687287177.A.5FC.html,爆
Re: [情報] 陽信銀行 Sunny Pay 最高享600元回饋,ngchiho1102,6/21,https://www.ptt.cc/bbs/Bank_Service/M.1687319422.A.9D9.html,9
Re: [情報] 全盈+PAY週年慶 台新開Party 送儲值金/台新點/全家紅利,sk080713,6/21,https://www.ptt.cc/bbs/Bank_Service/M.1687323884.A.79A.html,9
[情報] 渣打 活利致富 台幣活存專案舊戶 1.7 %,eXcFerGodSt,6/21,https://www.ptt.cc/bbs/Bank_Service/M.1687324712.A.B18.html,9
[閒聊] 台新銀行晚上10點是？,TOP99,6/21,https://www.ptt.cc/bbs/Bank_Service/M.1687343167.A.287.html,X5
[討論] 聯邦newnew bank,yuenru,6/22,https://www.ptt.cc/bbs/Bank_Service/M.1687393593.A.B56.html,11
[情報] Richart Life端午活動，領券投票抽1000點,obedu,6/23,https://www.ptt.cc/bbs/Bank_Service/M.1687496158.A.C78.html,7
[問題] 保單部分提領後還算銀行資產嗎,tpcjotp,6/24,https://www.ptt.cc/bbs/Bank_Service/M.1687568725.A.569.html,2
[新聞] 三家純網銀虧損續增 將來銀最危急,PitzMan,6/25,https://www.ptt.cc/bbs/Bank_Service/M.1687666225.A.A95.html,35
[問題] 每月領利息的定存解約,yugiyo,6/25,https://www.ptt.cc/bbs/Bank_Service/M.1687678457.A.219.html,6
[問題] 花旗Smart、智富管理帳戶，如何開戶成功,as8m,6/26,https://www.ptt.cc/bbs/Bank_Service/M.1687742290.A.AB1.html,11
[情報] 樂天1.35%活儲利率延長一個月,sin70,6/26,https://www.ptt.cc/bbs/Bank_Service/M.1687747348.A.955.html,20
[情報] 國泰青年子帳戶2023H2活動延續,imkiwiwi,6/26,https://www.ptt.cc/bbs/Bank_Service/M.1687747481.A.608.html,24
[問題] 中過信託非本人信貸結清可是沒收據,DFIGHT,6/26,https://www.ptt.cc/bbs/Bank_Service/M.1687755654.A.D34.html,X3
[情報] 兆豐MegaLite優惠利率7/1起10萬內1.85%,sin70,6/26,https://www.ptt.cc/bbs/Bank_Service/M.1687776284.A.3FD.html,99
[問題] 人在國外如何匯款到國外,lilacwer,6/26,https://www.ptt.cc/bbs/Bank_Service/M.1687783283.A.697.html,6
[心得] 渣打的優先理財會員優惠生效日下個月才有,alberlike199,6/27,https://www.ptt.cc/bbs/Bank_Service/M.1687807567.A.D1D.html,6
Re: [問題] 大戶Debit是否可線上關閉簽帳,sin70,6/27,https://www.ptt.cc/bbs/Bank_Service/M.1687835606.A.E19.html,19
[情報] Line bank短期定存利率1.7%活動,poeta,6/27,https://www.ptt.cc/bbs/Bank_Service/M.1687845278.A.240.html,48
[情報] 台企銀Hokii數位帳戶 7/1~1/20新權益,Kazamatsuri,6/27,https://www.ptt.cc/bbs/Bank_Service/M.1687871739.A.9F2.html,48
[討論] 近期數位帳戶金額的調整與分配,thugf,6/27,https://www.ptt.cc/bbs/Bank_Service/M.1687872908.A.E08.html,20
[問題] 想去台銀將零錢換紙鈔，哪個時段比較好？,MrTaxes,6/28,https://www.ptt.cc/bbs/Bank_Service/M.1687913520.A.09C.html,8
[心得] 獲利王富邦轉性了？快看看自己的免費轉帳,YIHE,6/28,https://www.ptt.cc/bbs/Bank_Service/M.1687921619.A.F29.html,
[情報] 永豐大戶數位帳戶 2023/07/01-12/31,thugf,6/28,https://www.ptt.cc/bbs/Bank_Service/M.1687924127.A.654.html,22
[情報] 上海數位帳戶 2023/07/01-2023/12/31,yuanhwy,6/28,https://www.ptt.cc/bbs/Bank_Service/M.1687937931.A.7F2.html,89
[閒聊] 開戶資料不能共用?,whatbird,6/28,https://www.ptt.cc/bbs/Bank_Service/M.1687957099.A.F13.html,1
[問題]大陸的銀行不收現金?,lovehandle,6/28,https://www.ptt.cc/bbs/Bank_Service/M.1687957523.A.736.html,28
[問題] 請問永豐大戶的大戶資格?,chju,6/29,https://www.ptt.cc/bbs/Bank_Service/M.1688003936.A.802.html,5
[問題] 大額定存存新光嗎,boyjazz,6/29,https://www.ptt.cc/bbs/Bank_Service/M.1688008958.A.A3E.html,22
[情報] 板信美金定存一個月年息7.7% 上限2000美金,qxxrbull,6/29,https://www.ptt.cc/bbs/Bank_Service/M.1688045998.A.EB5.html,1
[情報] 新光帳戶於全盈支付7/1起維護 9/1起提領有手續費,Kazamatsuri,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688060243.A.FCB.html,12
[問題] 美國匯豐銀行帳戶ACH,Takadanobaba,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688064196.A.521.html,7
[情報] 悠遊付服務手續費收費公告,jack4215,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688093261.A.ED1.html,27
[問題] 永豐大戶資格計算日期,swallowhome,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688099855.A.147.html,4
[情報] 將來銀行新戶禮700N，指定通路回饋10％,sean800927,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688108864.A.07A.html,74
[情報] 陽信數位帳戶轉定存 一年1.76%，限額20萬,TZUYIC,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688111237.A.972.html,11
Re: [情報] 元大帳戶X一卡通MONEY 全家消費最高贈2佰,Kazamatsuri,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688113777.A.13C.html,2
[情報] 新光OU下半年新戶5.88舊戶任務2.4,newacc,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688115225.A.A03.html,82
[情報] 玉山09/01起外幣ATM提領手續費調整異動,KakeiTai,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688129003.A.8FE.html,7
Re: [情報] 國泰青年子帳戶2023H2活動延續,sam561202,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688133843.A.0DA.html,2
[情報] 富邦112年~12月31日數位帳戶優利活動,slouchy,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688137850.A.9EE.html,8
Re: [情報] OU下半年新戶5.88舊戶任務2.4,karl60212,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688139136.A.77E.html,爆
[情報] 聯邦NewNewBank權益延長到113/01/20,Kazamatsuri,6/30,https://www.ptt.cc/bbs/Bank_Service/M.1688139781.A.482.html,26
Re: [情報] 烈日當頭 宅家耍廢 也能繳費,TZUYIC,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688141312.A.D91.html,16
[情報] 將來銀行2023Q3主帳戶活期儲蓄存款專案3 30萬內1.3%縮！,Kazamatsuri,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688142468.A.CE1.html,58
[情報] Linebank 口袋帳戶 5萬 1.5%,abccbaandy,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688142481.A.EFC.html,17
[情報] 王道銀新戶3.25%兩個月,p1234891,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688147133.A.4CF.html,76
Re: [問題] 中信ATM集點優惠活動還有繼續嗎?,smalllittle,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688179187.A.D55.html,5
Fw: [問題] 可以用手機APP還款的銀行,gozira,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688185495.A.933.html,6
[問題] 將來銀行,asas12guy,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688189197.A.009.html,2
[情報] 2023下半年各數位帳戶高利活存總整理,meownekoneko,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688192297.A.B8D.html,43
Re: [討論] 近期數位帳戶金額的調整與分配,thugf,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688192836.A.6B0.html,15
[心得] 2023下半年數位帳戶中的黑馬 王道,note7,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688194024.A.575.html,56
請問各位大大 台新richart 美股定存問題,gill1107,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688206669.A.1BB.html,2
[情報] 26歲以上國泰新開證券戶 原帳戶子帳戶最高享10萬2.5%五個月,Kazamatsuri,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688218553.A.558.html,4
[問題] OU獨享美元活存年利率最高10.88%,ntoummd,7/01,https://www.ptt.cc/bbs/Bank_Service/M.1688226387.A.ADF.html,13
Re: [情報] 渣打 活利致富 台幣活存專案舊戶 1.7,cmh19,7/02,https://www.ptt.cc/bbs/Bank_Service/M.1688277574.A.765.html,21
[情報] 新光。Pro級。西瓜販売機,jafacc,7/02,https://www.ptt.cc/bbs/Bank_Service/M.1688278203.A.896.html,13
[問題] 開立匯豐 HSBC ONE 運籌理財,klyuch,7/03,https://www.ptt.cc/bbs/Bank_Service/M.1688344779.A.CF0.html,8
[討論] 王道銀行開戶討論(7/5已開戶成功),thugf,7/03,https://www.ptt.cc/bbs/Bank_Service/M.1688350814.A.750.html,87
Re: [情報] Line bank短期定存利率1.7%活動,siriuswinds,7/03,https://www.ptt.cc/bbs/Bank_Service/M.1688353405.A.645.html,68
[情報] Line Bank快點卡 Q3活動,poeta,7/03,https://www.ptt.cc/bbs/Bank_Service/M.1688356352.A.ED0.html,1
[公告] s8832a 水桶一年,jasome,7/03,https://www.ptt.cc/bbs/Bank_Service/M.1688392088.A.AD4.html,
[情報] 玉山行動銀行掃碼支付服務終止公告,frogbsd,7/04,https://www.ptt.cc/bbs/Bank_Service/M.1688406078.A.15A.html,5
[情報] 台中銀行70周年 手機門號轉帳享回饋金70元，再抽PS5！,Kazamatsuri,7/04,https://www.ptt.cc/bbs/Bank_Service/M.1688411676.A.0E1.html,19
[閒聊] 用國泰帳戶現在要小心被鎖,style05,7/04,https://www.ptt.cc/bbs/Bank_Service/M.1688439903.A.B58.html,43
[閒聊] 遠銀Bankee當資金停泊的風險,llh117,7/04,https://www.ptt.cc/bbs/Bank_Service/M.1688441629.A.F17.html,17
[閒聊] Line Bank要求提供存款來源證明,sin70,7/04,https://www.ptt.cc/bbs/Bank_Service/M.1688458175.A.B26.html,30
[情報] 新光Q3 icash Pay首綁帳戶首消100 OP點活動 + LINE官帳活動,Kazamatsuri,7/04,https://www.ptt.cc/bbs/Bank_Service/M.1688480483.A.2E2.html,48
[新聞] 花旗星展業務移轉啟動 66台ATM全撤除,WebATM,7/04,https://www.ptt.cc/bbs/Bank_Service/M.1688481712.A.A13.html,13
[心得] iLeo開戶失敗,hanesan,7/05,https://www.ptt.cc/bbs/Bank_Service/M.1688488952.A.82B.html,X2
[新聞] 提供人頭帳戶 銀行可逕關閉其相關帳戶,charles0939,7/05,https://www.ptt.cc/bbs/Bank_Service/M.1688525638.A.5FF.html,20
[情報] LINE Bank 可當證券交割戶,eXcFerGodSt,7/05,https://www.ptt.cc/bbs/Bank_Service/M.1688534024.A.EC5.html,15
[情報] HSBC滙豐 新臺幣優利定存年息最高1.88%,TZUYIC,7/05,https://www.ptt.cc/bbs/Bank_Service/M.1688536374.A.18F.html,24
[問題] HSBC US相關問題,swipathefox,7/06,https://www.ptt.cc/bbs/Bank_Service/M.1688624168.A.DD5.html,11
Re: [情報] 台新ATM 6/12-7/31天天抽888 端午加碼555,operatorm,7/06,https://www.ptt.cc/bbs/Bank_Service/M.1688630675.A.66F.html,34
[情報] 指定全家玉山ATM跨提/跨存5次 送全家30元,TZUYIC,7/06,https://www.ptt.cc/bbs/Bank_Service/M.1688656929.A.B16.html,20
[問題] 一銀 iLEO的LINE收不到出入帳通知,dream548393,7/07,https://www.ptt.cc/bbs/Bank_Service/M.1688702409.A.42E.html,3
[閒聊] 華南SNY網銀 補件理由,bodyflux,7/07,https://www.ptt.cc/bbs/Bank_Service/M.1688706602.A.E3F.html,20
[問題] 香港薪轉,TtTt4,7/07,https://www.ptt.cc/bbs/Bank_Service/M.1688717702.A.A9B.html,6
[問題] 銀行保險有沒有包含證卷存款？,cimk,7/08,https://www.ptt.cc/bbs/Bank_Service/M.1688765251.A.11B.html,3
Re: [情報] 新光。Pro級。西瓜販売機,mayingnine,7/08,https://www.ptt.cc/bbs/Bank_Service/M.1688778043.A.990.html,2
[情報] 國泰ATM指定交易筆筆抽購物金,Wiki0623,7/08,https://www.ptt.cc/bbs/Bank_Service/M.1688798058.A.88B.html,3
[情報] MyWay申請資格調整為限中信全新戶才可申,YIHE,7/08,https://www.ptt.cc/bbs/Bank_Service/M.1688802443.A.63E.html,38
[情報] HSBC 台幣階利活存年息最高加碼1.2%,viewstock,7/08,https://www.ptt.cc/bbs/Bank_Service/M.1688803280.A.906.html,5
Re: [情報] MyWay申請資格調整為限中信全新戶才可申,prussian,7/09,https://www.ptt.cc/bbs/Bank_Service/M.1688890360.A.0F6.html,17
Re: [討論] 王道銀行開戶討論(7/5已開戶成功),yuenru,7/10,https://www.ptt.cc/bbs/Bank_Service/M.1688957853.A.E58.html,99
"[情報] 京城銀,京美利16,半年5%,1年5.1%",operatorm,7/10,https://www.ptt.cc/bbs/Bank_Service/M.1688960321.A.75B.html,38
[情報] 中國信託線上新增約定帳戶功能不能申請了,Smte,7/10,https://www.ptt.cc/bbs/Bank_Service/M.1688970343.A.E66.html,7
Re: [討論] 渣打更新Debit卡卡面了？,klyuch,7/10,https://www.ptt.cc/bbs/Bank_Service/M.1688970440.A.FE8.html,5
[討論] 最近的幾家數位活存誰優？,marosky,7/10,https://www.ptt.cc/bbs/Bank_Service/M.1688975025.A.2DA.html,
[情報] Line Bank證券交割戶 合作券商為富邦證,addy7533967,7/10,https://www.ptt.cc/bbs/Bank_Service/M.1688976375.A.CE8.html,8
[問題] 王道新戶2%一定要趕今天匯進嗎？,rs23234,7/10,https://www.ptt.cc/bbs/Bank_Service/M.1688977348.A.074.html,6
"[情報] 相揪來用台灣pay,樂抽現金等你pay,三信",operatorm,7/10,https://www.ptt.cc/bbs/Bank_Service/M.1688978391.A.1FE.html,3
Re: [討論] 王道銀行開戶討論(7/5已開戶成功),thugf,7/10,https://www.ptt.cc/bbs/Bank_Service/M.1688987326.A.D11.html,60
[新聞] 聯邦銀行爆分行行員淪詐團「內鬼」 新北,charles0939,7/10,https://www.ptt.cc/bbs/Bank_Service/M.1688999465.A.487.html,41
[情報] 台企銀 Hokii數位會員,rtwodtwo,7/11,https://www.ptt.cc/bbs/Bank_Service/M.1689008338.A.0AE.html,20
[討論] 關於臨櫃辦理王道銀行約定轉帳,thugf,7/11,https://www.ptt.cc/bbs/Bank_Service/M.1689054688.A.296.html,23
[情報] 安泰銀行開放行動銀行設定約定轉入帳號,sinclaireche,7/11,https://www.ptt.cc/bbs/Bank_Service/M.1689056126.A.2A9.html,5
[情報] 星展多幣簽帳金融卡,ngchiho1102,7/11,https://www.ptt.cc/bbs/Bank_Service/M.1689068423.A.37B.html,48
[閒聊] 國泰永豐富邦vip續,Takadanobaba,7/12,https://www.ptt.cc/bbs/Bank_Service/M.1689093252.A.A3B.html,7
[問題] 花旗全球外幣通在澳門領港幣,j64462388,7/12,https://www.ptt.cc/bbs/Bank_Service/M.1689114156.A.7B2.html,3
行動郵局app未讀通知消不掉,Jencho,7/12,https://www.ptt.cc/bbs/Bank_Service/M.1689137171.A.F99.html,19
[心得] 中信無卡提款流程,kk6580,7/12,https://www.ptt.cc/bbs/Bank_Service/M.1689142668.A.CA4.html,3
[閒聊] 國泰永豐匯豐富邦換美元,Takadanobaba,7/12,https://www.ptt.cc/bbs/Bank_Service/M.1689146865.A.4B4.html,7
[討論] 美元定存,peixuanrain,7/12,https://www.ptt.cc/bbs/Bank_Service/M.1689150105.A.B8C.html,18
[閒聊] 渣打（優先）金融卡到期換卡 卡面分享,TZUYIC,7/12,https://www.ptt.cc/bbs/Bank_Service/M.1689151369.A.2B9.html,28
[新聞]揭弊達人劈三女 最強吹哨者正義形象崩壞,sefipa,7/13,https://www.ptt.cc/bbs/Bank_Service/M.1689222761.A.B04.html,3
Re: [問題] 新光OU用悠遊付解任務問題,redcoin,7/14,https://www.ptt.cc/bbs/Bank_Service/M.1689267496.A.15E.html,
[情報] 將來銀行 六萬元中獎名單出爐！,jenniferttw,7/14,https://www.ptt.cc/bbs/Bank_Service/M.1689302099.A.4E5.html,16
[閒聊] 如何讓家人開戶,kuso40100,7/14,https://www.ptt.cc/bbs/Bank_Service/M.1689307807.A.C31.html,35
[情報] 銀行美元定存優利喊到7%,AnneofGreen,7/14,https://www.ptt.cc/bbs/Bank_Service/M.1689319148.A.659.html,3
Re: [問題] 王道新戶2%一定要趕今天匯進嗎？,aiyowaya,7/14,https://www.ptt.cc/bbs/Bank_Service/M.1689334115.A.9ED.html,
[問題] 國泰世華的子帳戶 ATM提款,klyuch,7/14,https://www.ptt.cc/bbs/Bank_Service/M.1689337779.A.DAE.html,12
Re: [情報] 渣打 活利致富 台幣活存專案舊戶 1.7 %,TZUYIC,7/14,https://www.ptt.cc/bbs/Bank_Service/M.1689339097.A.53E.html,7
[問題] 請教跨行外幣匯款的問題,a19951218,7/14,https://www.ptt.cc/bbs/Bank_Service/M.1689343220.A.E22.html,2
[問題] 請問銀行支票提示兌現的問題?,a3243102,7/15,https://www.ptt.cc/bbs/Bank_Service/M.1689353462.A.DFE.html,7
[討論] 富邦網銀APP進不去,ianqoo2000,7/15,https://www.ptt.cc/bbs/Bank_Service/M.1689381177.A.7F3.html,32
[問題] 現在開戶富邦奈米存還有2%嗎,goallout,7/15,https://www.ptt.cc/bbs/Bank_Service/M.1689415882.A.405.html,7
[問題] 請問一下利息結算時間點?,targa123,7/15,https://www.ptt.cc/bbs/Bank_Service/M.1689431252.A.E27.html,21
Re: [情報] 合庫門號轉帳 5筆100元 (4/1-12/31),sin70,7/17,https://www.ptt.cc/bbs/Bank_Service/M.1689568306.A.EB4.html,8
[問題] 去銀行存款需要帶簿子嗎？,LuckyCheer,7/17,https://www.ptt.cc/bbs/Bank_Service/M.1689600577.A.384.html,9
[情報] 元大 新同學養成計畫 pay你開戶享回饋,deersummer,7/18,https://www.ptt.cc/bbs/Bank_Service/M.1689647142.A.C6D.html,26
Re: [情報] 台企銀Hokii數位帳戶 7/1~1/20新權益,operatorm,7/18,https://www.ptt.cc/bbs/Bank_Service/M.1689650123.A.9FB.html,14
[情報] Richart大改版,cdb75437,7/18,https://www.ptt.cc/bbs/Bank_Service/M.1689681032.A.2B1.html,57
[情報] 三信銀行首次門號連結帳號並轉出2筆送100,TZUYIC,7/18,https://www.ptt.cc/bbs/Bank_Service/M.1689688820.A.45F.html,12
[問題] 國泰網銀登不進去,leochen0410,7/20,https://www.ptt.cc/bbs/Bank_Service/M.1689815850.A.6F9.html,8
[閒聊] 永豐金證券開放分戶帳新功能,ps3newyear,7/20,https://www.ptt.cc/bbs/Bank_Service/M.1689826931.A.D24.html,7
[問題] 想提早將支票存入銀行的時間點,cara5659,7/20,https://www.ptt.cc/bbs/Bank_Service/M.1689862059.A.0FB.html,2
[情報] 臺灣銀行數位帳戶改為每月結息付息,maxwang074,7/20,https://www.ptt.cc/bbs/Bank_Service/M.1689862695.A.4E7.html,66
[閒聊] 21號CHECK利息,yuenru,7/21,https://www.ptt.cc/bbs/Bank_Service/M.1689904804.A.188.html,34
[情報] 郵局數位VISA卡,jasome,7/21,https://www.ptt.cc/bbs/Bank_Service/M.1689909052.A.EAB.html,17
Re: [情報] Bankee 2.6%延長至年底 首登送388,luckycan,7/21,https://www.ptt.cc/bbs/Bank_Service/M.1689912325.A.3DD.html,18
[情報] 郵政VISA金融卡 新卡郵禮-郵政鴿大進化,tpcjotp,7/21,https://www.ptt.cc/bbs/Bank_Service/M.1689916615.A.62B.html,14
Re: [情報] 上海數位帳戶綁定 LINE 個人化服務贈咖,starwillow,7/21,https://www.ptt.cc/bbs/Bank_Service/M.1689921983.A.B72.html,19
[問題] 經常在ATM提領百元鈔會影響徵信評分嗎?,manicured,7/21,https://www.ptt.cc/bbs/Bank_Service/M.1689927320.A.8F4.html,17
Fw: [閒聊] 影響聯徵信用評分的項目,tourism1003,7/21,https://www.ptt.cc/bbs/Bank_Service/M.1689932065.A.38D.html,2
[問題] 銀行帳戶 個人資料被寫無業 會怎樣嗎？,klyuch,7/21,https://www.ptt.cc/bbs/Bank_Service/M.1689949348.A.F91.html,10
[問題] 帳戶被不認識的人轉入金額,mactaya,7/22,https://www.ptt.cc/bbs/Bank_Service/M.1690004526.A.34A.html,65
Re: [問題] 經常在ATM提領百元鈔會影響徵信評分嗎?,stalna,7/22,https://www.ptt.cc/bbs/Bank_Service/M.1690037079.A.5FB.html,5
[情報] 彰銀e財寶新戶首綁全盈pay,rtwodtwo,7/22,https://www.ptt.cc/bbs/Bank_Service/M.1690038131.A.2CB.html,2
[情報] 彰銀e財寶xTPASSxiPASS你的月票我贊助,rtwodtwo,7/22,https://www.ptt.cc/bbs/Bank_Service/M.1690038922.A.76C.html,4
[問題] 一天轉帳上限有600萬,fantasy14,7/23,https://www.ptt.cc/bbs/Bank_Service/M.1690102210.A.F8B.html,6
[閒聊] 有關花旗換發星展金融卡更改地址的問題,willieliu,7/24,https://www.ptt.cc/bbs/Bank_Service/M.1690162148.A.81B.html,5
[問題] 樂天銀行要先跟美元兌換才跟台幣兌換,anonymitet,7/24,https://www.ptt.cc/bbs/Bank_Service/M.1690186396.A.C18.html,4
[問題] 中信信貸,IRanger,7/24,https://www.ptt.cc/bbs/Bank_Service/M.1690190561.A.7C6.html,9
[情報] 街口首綁安泰帳戶首筆消費100%回饋,rtwodtwo,7/24,https://www.ptt.cc/bbs/Bank_Service/M.1690206867.A.91A.html,12
