title,author,date,link,push_count
[問題] 匯款到自己的海外帳戶，Q-Send好用嗎？,lilpiperhere,10/25,https://www.ptt.cc/bbs/Bank_Service/M.1729854483.A.6B3.html,13
[問題] 銀行保管箱拍照有用嗎？,howzming,10/25,https://www.ptt.cc/bbs/Bank_Service/M.1729854526.A.FC1.html,10
Re: [情報] 土銀行動Pay 2筆≧70元送520點(52元),sin70,10/26,https://www.ptt.cc/bbs/Bank_Service/M.1729950707.A.BE5.html,9
[問題] 關於台灣銀行數存線上開戶,henkyu,10/27,https://www.ptt.cc/bbs/Bank_Service/M.1730000645.A.45C.html,9
[情報] 渣打新社 富邦富錦 遠東古亭分行裁撤,qxxrbull,10/27,https://www.ptt.cc/bbs/Bank_Service/M.1730029543.A.0B5.html,13
[心得] 聯邦的流程跟系統有夠舊,winall,10/30,https://www.ptt.cc/bbs/Bank_Service/M.1730248884.A.6E6.html,5
[情報] OU數位帳戶跨行手續費5次變3次,iamhsg,10/30,https://www.ptt.cc/bbs/Bank_Service/M.1730258622.A.803.html,45
[情報] 華南銀行MBTI心理測驗活動,likemomi,10/31,https://www.ptt.cc/bbs/Bank_Service/M.1730342920.A.90C.html,1
[問題] 渣打行動銀行app,cyhkkw,10/31,https://www.ptt.cc/bbs/Bank_Service/M.1730351451.A.0EF.html,47
Re: [問題] 銀行保管箱拍照有用嗎？,peterkan,10/31,https://www.ptt.cc/bbs/Bank_Service/M.1730352002.A.C0C.html,5
[情報] 星展 ATM 跨行現金存款手續費優惠,AroundU,11/01,https://www.ptt.cc/bbs/Bank_Service/M.1730392448.A.5C4.html,13
[討論] 凱基活存2%請益?,monger,11/01,https://www.ptt.cc/bbs/Bank_Service/M.1730414671.A.ED6.html,6
[情報] 華得來壓點數拚翻倍,jacindy,11/01,https://www.ptt.cc/bbs/Bank_Service/M.1730452587.A.FB7.html,4
[新聞] 金融科技展登場！北富銀新行動銀行亮相,pinkylady,11/01,https://www.ptt.cc/bbs/Bank_Service/M.1730462460.A.1E6.html,20
[情報] 王道6個月定存利率2.2%(新資金),janghow,11/01,https://www.ptt.cc/bbs/Bank_Service/M.1730463516.A.992.html,48
[情報] 台北富邦約定轉帳服務調整通知,AroundU,11/01,https://www.ptt.cc/bbs/Bank_Service/M.1730466809.A.FD7.html,1
[問題] 信貸增貸問題,Klawww,11/02,https://www.ptt.cc/bbs/Bank_Service/M.1730481913.A.D7D.html,20
[問題] ATM存款,howzming,11/02,https://www.ptt.cc/bbs/Bank_Service/M.1730551505.A.903.html,12
[問題] 王道APP新增約定帳戶問題,peterkan,11/03,https://www.ptt.cc/bbs/Bank_Service/M.1730605250.A.D90.html,5
[問題] 兆豐數位帳戶提權,ryusenming,11/03,https://www.ptt.cc/bbs/Bank_Service/M.1730611303.A.2B4.html,6
[情報] 中信12/14調降非約轉額度,tpcjotp,11/03,https://www.ptt.cc/bbs/Bank_Service/M.1730646749.A.B80.html,16
[情報] 聯邦銀行11/04整併、新增分行,mattc123456c,11/03,https://www.ptt.cc/bbs/Bank_Service/M.1730647883.A.6B3.html,3
[問題] 可以查詢多早前的交易記錄？10年前？,bil193,11/04,https://www.ptt.cc/bbs/Bank_Service/M.1730723823.A.8B7.html,1
[情報] 中信Linepay簽帳卡一卡通終止合作,lirick42,11/05,https://www.ptt.cc/bbs/Bank_Service/M.1730775384.A.DFA.html,14
[問題] koko卡到期,woocow,11/05,https://www.ptt.cc/bbs/Bank_Service/M.1730786853.A.987.html,1
Re: [問題] 黃金存摺手續費,howzming,11/05,https://www.ptt.cc/bbs/Bank_Service/M.1730793492.A.AED.html,3
[問題] Wise Google Pay 商家不接受,kiwien,11/06,https://www.ptt.cc/bbs/Bank_Service/M.1730877266.A.C48.html,2
[問題] 華南銀行APP故障,ycyopen,11/07,https://www.ptt.cc/bbs/Bank_Service/M.1730959037.A.59A.html,37
Re: [問題] 銀行保管箱拍照有用嗎？,peterkan,11/07,https://www.ptt.cc/bbs/Bank_Service/M.1730966129.A.218.html,4
[情報] 將來銀行10%優利活存x中華電信贈點1000元,lilychuja,11/07,https://www.ptt.cc/bbs/Bank_Service/M.1730974380.A.775.html,3
[問題] 業務員到底有沒有唬爛我,shencookie,11/07,https://www.ptt.cc/bbs/Bank_Service/M.1730990738.A.0E3.html,8
[情報] 全支付首綁高雄銀行帳戶滿50元享全點50點,sin70,11/08,https://www.ptt.cc/bbs/Bank_Service/M.1731030263.A.FA4.html,13
Re: [情報] 富邦新APP 上架,Q00863,11/08,https://www.ptt.cc/bbs/Bank_Service/M.1731072357.A.C64.html,15
[心得] 將來/連線/永豐 信貸心得,skasia886,11/09,https://www.ptt.cc/bbs/Bank_Service/M.1731119373.A.D41.html,26
[情報] 三信數位帳戶 2025 上半年跨提跨轉優惠,yuanai,11/09,https://www.ptt.cc/bbs/Bank_Service/M.1731164516.A.A98.html,7
[情報] 國泰世華12/14調降數位帳戶提款限額,sinclaireche,11/10,https://www.ptt.cc/bbs/Bank_Service/M.1731169496.A.F6B.html,37
[問題] 前置協商撤回後續,oceane37,11/11,https://www.ptt.cc/bbs/Bank_Service/M.1731299929.A.C46.html,15
[問題] 國外銀行的各種手續費收費問題,logen,11/11,https://www.ptt.cc/bbs/Bank_Service/M.1731339843.A.E28.html,12
[問題] 國泰有掛掉嗎,ReverieKai,11/12,https://www.ptt.cc/bbs/Bank_Service/M.1731370914.A.61F.html,10
[問題] 幫女兒存生活費，開戶有推薦？,skybroken,11/12,https://www.ptt.cc/bbs/Bank_Service/M.1731405208.A.622.html,21
[閒聊] 台新網銀改版後有夠低能,larz93,11/13,https://www.ptt.cc/bbs/Bank_Service/M.1731486856.A.0C5.html,3
[情報] 台銀開放第三類數位帳戶臨櫃權限升級,HsuaChien,11/14,https://www.ptt.cc/bbs/Bank_Service/M.1731560145.A.932.html,24
[情報] 國泰世華12/14調整約定帳號組數上限,sinclaireche,11/14,https://www.ptt.cc/bbs/Bank_Service/M.1731563364.A.0FC.html,1
Fw: [情報] 王道簽帳卡首綁行動支付刷100回饋100,sin70,11/14,https://www.ptt.cc/bbs/Bank_Service/M.1731569324.A.8DC.html,9
[討論] 大家都有在用預約轉帳嗎?,yu5168,11/14,https://www.ptt.cc/bbs/Bank_Service/M.1731586929.A.187.html,31
Re: [情報] 樂天網銀ｘ悠遊付高利存款：3%超利Hi,operatorm,11/15,https://www.ptt.cc/bbs/Bank_Service/M.1731629486.A.064.html,16
請問有哪一家銀行的VIP值得辦的？,ritasu,11/15,https://www.ptt.cc/bbs/Bank_Service/M.1731653004.A.869.html,
[問題] 網路銀行申辦信貸的等待時間詢問,fishtan,11/16,https://www.ptt.cc/bbs/Bank_Service/M.1731717546.A.403.html,2
[問題] 證券交割戶轉數位化的方法？,airbender,11/16,https://www.ptt.cc/bbs/Bank_Service/M.1731731761.A.1BB.html,14
[討論] Richart 跟 Richart Life 怎不合併,akiranon,11/16,https://www.ptt.cc/bbs/Bank_Service/M.1731735976.A.8AF.html,21
[問題] 想用atm換日幣,davider,11/17,https://www.ptt.cc/bbs/Bank_Service/M.1731824829.A.8E1.html,9
[情報] 11/20-2/28 台新ATM跨行提款/轉帳抽555特定日888來惹～,Kazamatsuri,11/17,https://www.ptt.cc/bbs/Bank_Service/M.1731858237.A.890.html,12
[問題] 銀行免費索取的月曆？,yansi821,11/18,https://www.ptt.cc/bbs/Bank_Service/M.1731859977.A.206.html,35
[閒聊] 兆豐網銀約轉限縮,future108,11/18,https://www.ptt.cc/bbs/Bank_Service/M.1731900705.A.AB3.html,2
[問題] PayPal提領日幣到玉山外幣帳戶?,TEATEARO,11/19,https://www.ptt.cc/bbs/Bank_Service/M.1731985544.A.4FE.html,2
[新聞]台女誤入假投資陷阱 行員見這串號碼有貓膩,medama,11/19,https://www.ptt.cc/bbs/Bank_Service/M.1732023422.A.9EE.html,16
Re: [情報] 王道活儲20萬內2.1%(有條件),DogCavy,11/20,https://www.ptt.cc/bbs/Bank_Service/M.1732071935.A.BDE.html,5
[問題] 請問 單日轉帳限額超過300的銀行?,GoodQ,11/20,https://www.ptt.cc/bbs/Bank_Service/M.1732084016.A.70B.html,11
[情報] 渣打乘龍快利2.2%活存,operatorm,11/21,https://www.ptt.cc/bbs/Bank_Service/M.1732148167.A.2C9.html,3
[問題] 應該為了定存利率開新戶嗎?,MissMolly,11/21,https://www.ptt.cc/bbs/Bank_Service/M.1732166023.A.8A3.html,13
[情報] 台中銀 Lolly Bank 數位帳戶上線,yoshi678,11/21,https://www.ptt.cc/bbs/Bank_Service/M.1732171757.A.4F2.html,爆
[問題] 遠銀/樂天/將來 信貸利率結果,adoorcolor,11/21,https://www.ptt.cc/bbs/Bank_Service/M.1732174431.A.02F.html,7
[問題] 銀行存款&股票的財力證明能不出門申請嗎,saininniang,11/21,https://www.ptt.cc/bbs/Bank_Service/M.1732182547.A.5F6.html,8
[問題] 第一iLEO數位帳戶轉帳手續費優惠次數問題,Mrcoffee,11/21,https://www.ptt.cc/bbs/Bank_Service/M.1732184826.A.169.html,10
[討論] 銀行不給辦約定轉帳到自己的他行帳戶？,KokiNiwa,11/22,https://www.ptt.cc/bbs/Bank_Service/M.1732267473.A.68A.html,33
[討論] 最近很多銀行打著高利定存？,future8689,11/22,https://www.ptt.cc/bbs/Bank_Service/M.1732271656.A.8CA.html,10
Re: [討論] 銀行不給約定轉帳自己的他行帳戶？,Takadanobaba,11/22,https://www.ptt.cc/bbs/Bank_Service/M.1732283270.A.AB2.html,5
Re: [討論] 銀行不給辦約定轉帳到自己的他行帳戶？,peterkan,11/23,https://www.ptt.cc/bbs/Bank_Service/M.1732332546.A.0B0.html,3
[閒聊] 換身份證，收到銀行主動來電通知臨櫃一趟,gwendeck,11/24,https://www.ptt.cc/bbs/Bank_Service/M.1732380453.A.414.html,31
Re: [討論] 實體帳戶有不可取代的地方嗎？,tengobo,11/24,https://www.ptt.cc/bbs/Bank_Service/M.1732427962.A.BE9.html,12
Re: [情報] 樂天網銀ｘ悠遊付高利存款：3%超利Hi,sin70,11/25,https://www.ptt.cc/bbs/Bank_Service/M.1732504409.A.A4F.html,2
[情報] 台中銀行Lolly PAY來送禮,operatorm,11/25,https://www.ptt.cc/bbs/Bank_Service/M.1732514685.A.08E.html,7
[閒聊] 各家APP都推出AI智能功能，哪家最好用？,amy5566,11/25,https://www.ptt.cc/bbs/Bank_Service/M.1732540573.A.BE1.html,12
[問題] 請問不會拒絕長輩大額定存的銀行,quietman,11/26,https://www.ptt.cc/bbs/Bank_Service/M.1732572973.A.167.html,25
[情報] Bankee生日慶抽1688,chang0628,11/26,https://www.ptt.cc/bbs/Bank_Service/M.1732605203.A.759.html,22
[問題] 閒置日圓要怎麼做理財,holaorange,11/27,https://www.ptt.cc/bbs/Bank_Service/M.1732676216.A.B6D.html,23
Re: [情報] 台中銀 Lolly Bank 數位帳戶上線,operatorm,11/27,https://www.ptt.cc/bbs/Bank_Service/M.1732685689.A.88D.html,36
[情報] 富邦數位帳戶新戶 11/28-6/30「有條件」5%,rz759,11/27,https://www.ptt.cc/bbs/Bank_Service/M.1732709664.A.269.html,9
[問題] 帳戶可用餘額突然變少,fred12345,11/28,https://www.ptt.cc/bbs/Bank_Service/M.1732756656.A.BEA.html,
[情報] 凱基證券綁定凱基銀行 送花鳥盤組合,Aqray,11/28,https://www.ptt.cc/bbs/Bank_Service/M.1732763641.A.387.html,17
[情報] 將來新資金2%優利定存專案,uyulala,11/28,https://www.ptt.cc/bbs/Bank_Service/M.1732775541.A.479.html,14
[問題] 臺銀數位帳戶 跟原本的網銀 帳密可不同嗎,y78999,11/28,https://www.ptt.cc/bbs/Bank_Service/M.1732777282.A.5DF.html,4
Re: [情報] 將來綁定中華代繳送Hami100+100(最大800),sin70,11/29,https://www.ptt.cc/bbs/Bank_Service/M.1732844116.A.804.html,22
[問題] WISE出金請益,gfhnrtjpoiuy,11/29,https://www.ptt.cc/bbs/Bank_Service/M.1732870454.A.35F.html,8
[情報] ileo優惠延長至2025/12/31,Royxiang,12/02,https://www.ptt.cc/bbs/Bank_Service/M.1733108803.A.157.html,爆
[情報] LINE Bank 6~13個月期 高利定存2%,capacitor,12/02,https://www.ptt.cc/bbs/Bank_Service/M.1733130040.A.10D.html,6
[問題] HSBC卓越理財尊尚新戶的定義,a187,12/02,https://www.ptt.cc/bbs/Bank_Service/M.1733134653.A.99F.html,10
Re: [情報] 繳地價稅用臺企銀,on2,12/02,https://www.ptt.cc/bbs/Bank_Service/M.1733140815.A.D20.html,24
[情報] 王道新戶年利8.8%剩一個月截止,ttvtv,12/03,https://www.ptt.cc/bbs/Bank_Service/M.1733207288.A.357.html,6
[心得] 臺銀數位帳戶開戶+黃金存摺開戶問題,jack801016,12/03,https://www.ptt.cc/bbs/Bank_Service/M.1733209279.A.4B2.html,9
Re: [問題] 國泰CUBE跨轉免手續又沒了嗎？,tornado1621,12/04,https://www.ptt.cc/bbs/Bank_Service/M.1733297452.A.FE6.html,47
[問題] 信貸同時跟兩間銀行申請的最大值,pigpigpig000,12/04,https://www.ptt.cc/bbs/Bank_Service/M.1733297670.A.749.html,X1
[問題] 一人公司領薪貸款問題,nxrandy,12/05,https://www.ptt.cc/bbs/Bank_Service/M.1733371359.A.AAF.html,
Re: [心得] 花期無摺轉星展申請存摺 + 設語音密,qqplusqq,12/05,https://www.ptt.cc/bbs/Bank_Service/M.1733378258.A.E5D.html,3
[問題] 元大網銀身份確認能線上辦理嗎？,ryusenming,12/05,https://www.ptt.cc/bbs/Bank_Service/M.1733394227.A.2CA.html,1
[心得] 永豐銀行股票開戶心得,kiki7853,12/06,https://www.ptt.cc/bbs/Bank_Service/M.1733455150.A.C5B.html,
Re: [情報] 國泰世華12/14調降數位帳戶提款限額,lianpig5566,12/06,https://www.ptt.cc/bbs/Bank_Service/M.1733462128.A.A7D.html,2
[情報] 土銀12/25起調整網銀約定帳號上限為50組,TZUYIC,12/06,https://www.ptt.cc/bbs/Bank_Service/M.1733469304.A.117.html,4
[情報] 渣打銀行文心分行 搬遷暨更名公告,TZUYIC,12/06,https://www.ptt.cc/bbs/Bank_Service/M.1733470810.A.87E.html,2
Re: [問題] 信貸同時跟兩間銀行申請的最大值,appledavid,12/06,https://www.ptt.cc/bbs/Bank_Service/M.1733471892.A.7CB.html,5
Re: [情報] 台中銀行Lolly PAY來掃碼就給糖,LoveEunha,12/06,https://www.ptt.cc/bbs/Bank_Service/M.1733482223.A.2A3.html,3
[情報] 臺企銀調整約定轉帳帳號組數上限,AroundU,12/07,https://www.ptt.cc/bbs/Bank_Service/M.1733506145.A.5E3.html,1
[情報] 凱基 Karry 數位帳戶約定轉帳額度調升,AroundU,12/07,https://www.ptt.cc/bbs/Bank_Service/M.1733507118.A.4F5.html,6
[情報] Bankee基本利率1.435%與推薦加碼1.165%延到2025年底,Kazamatsuri,12/07,https://www.ptt.cc/bbs/Bank_Service/M.1733510398.A.1D3.html,20
[問題] 請問台南有哪裡有遠東存款atm嗎,K3nz66,12/08,https://www.ptt.cc/bbs/Bank_Service/M.1733645108.A.5F4.html,11
[新聞] 台中獨居癌末婦領百萬積蓄 行員怕遇詐急,Reewalker,12/08,https://www.ptt.cc/bbs/Bank_Service/M.1733654419.A.1FC.html,16
[情報] 將來銀行定存2.3%新方案,asd317035,12/09,https://www.ptt.cc/bbs/Bank_Service/M.1733713523.A.D81.html,88
[問題] 玉山銀行存款疑問,qqplusqq,12/09,https://www.ptt.cc/bbs/Bank_Service/M.1733726525.A.259.html,3
[心得] HSBC UK 英國手機開戶,woolff,12/09,https://www.ptt.cc/bbs/Bank_Service/M.1733728435.A.63E.html,5
Re: [情報] 體驗台中銀ATM抽購物金！,jafacc,12/09,https://www.ptt.cc/bbs/Bank_Service/M.1733729762.A.3A0.html,5
[問題] 台新ATM密碼錯誤鎖卡,yinyinangel,12/09,https://www.ptt.cc/bbs/Bank_Service/M.1733752190.A.C1C.html,18
[情報] 聯邦銀行調整約定轉入帳號上限組數,AroundU,12/09,https://www.ptt.cc/bbs/Bank_Service/M.1733754994.A.C78.html,5
[閒聊] 王道銀行綜合對帳單終於從10月起改PDF了,TZUYIC,12/09,https://www.ptt.cc/bbs/Bank_Service/M.1733759406.A.617.html,8
[討論] 無實體通路的網銀 使用上不會擔心嗎？,fawangching,12/10,https://www.ptt.cc/bbs/Bank_Service/M.1733785626.A.961.html,
[問題] 樂天網銀 APP通知穿越了時空,LaLFGF,12/10,https://www.ptt.cc/bbs/Bank_Service/M.1733812226.A.8FB.html,19
Re: [心得] HSBC UK 英國手機開戶,alan94290,12/11,https://www.ptt.cc/bbs/Bank_Service/M.1733903438.A.B3F.html,5
[情報] Bankee金融客群快閃信貸2.65%,Yeahooxx,12/11,https://www.ptt.cc/bbs/Bank_Service/M.1733904802.A.E6B.html,27
[情報] 台銀/臺銀數位帳戶優惠也續延到2025年底,Kazamatsuri,12/11,https://www.ptt.cc/bbs/Bank_Service/M.1733918567.A.17D.html,49
[心得] 國泰世華臨櫃約定帳號打去人家銀行照會,TZUYIC,12/11,https://www.ptt.cc/bbs/Bank_Service/M.1733919322.A.8B2.html,34
[情報] 中國信託 數位存款帳戶服務調整通知,AroundU,12/12,https://www.ptt.cc/bbs/Bank_Service/M.1733940344.A.7B5.html,6
[心得] 被約定帳號，被約定端會跳報表,HH88,12/12,https://www.ptt.cc/bbs/Bank_Service/M.1733977490.A.EA2.html,X1
[討論] APP友善度是否影響信用卡使用？,honron,12/12,https://www.ptt.cc/bbs/Bank_Service/M.1734007119.A.C57.html,11
[討論] 我某銀行帳號被列入灰名單，不過也能約定,gwendeck,12/13,https://www.ptt.cc/bbs/Bank_Service/M.1734070685.A.4A2.html,6
[問題] 請問股息收入在銀行的認列,pigpigpig000,12/13,https://www.ptt.cc/bbs/Bank_Service/M.1734071448.A.432.html,6
[問題] 銀行稽核問東問西到底有什麼法源依據,j64462388,12/13,https://www.ptt.cc/bbs/Bank_Service/M.1734072169.A.615.html,3
[問題] 請問哪些銀行可以網銀大額匯出外幣,nxrandy,12/13,https://www.ptt.cc/bbs/Bank_Service/M.1734078535.A.968.html,4
[心得] 滙豐中國開戶,occlumency,12/14,https://www.ptt.cc/bbs/Bank_Service/M.1734105682.A.D54.html,10
[閒聊] 台中銀Lolly bank不能建印鑑卡,qxxrbull,12/14,https://www.ptt.cc/bbs/Bank_Service/M.1734107951.A.256.html,16
[情報] 中國信託 左營分行 預定 114/3/3 開業營運,AroundU,12/14,https://www.ptt.cc/bbs/Bank_Service/M.1734165738.A.D63.html,5
[心得] 台中銀lolly 金融卡膠帶會黏字,yuenru,12/14,https://www.ptt.cc/bbs/Bank_Service/M.1734166043.A.F02.html,8
Re: [討論] 我某銀行帳號被列入灰名單，不過也能約定,gwendeck,12/14,https://www.ptt.cc/bbs/Bank_Service/M.1734168522.A.A69.html,
[問題] 補卡 還被問消費買甚麼東西,ynntk4815,12/14,https://www.ptt.cc/bbs/Bank_Service/M.1734177719.A.17B.html,
[閒聊] 郵政存簿儲金最高計息金額為新台幣100萬,MoreLight,12/14,https://www.ptt.cc/bbs/Bank_Service/M.1734188646.A.BF4.html,22
[情報] 臺灣銀行調降網銀自行設定約轉額度,sin70,12/15,https://www.ptt.cc/bbs/Bank_Service/M.1734232503.A.7F4.html,11
[新聞] ATM「借放費」曝光　新光三越靠台新銀21,TZUYIC,12/15,https://www.ptt.cc/bbs/Bank_Service/M.1734277082.A.0D7.html,15
[情報] 在台新跨行兩筆送指定商圈100數位券,aiyowaya,12/16,https://www.ptt.cc/bbs/Bank_Service/M.1734291679.A.F4B.html,45
[問題] 香港HSBC開戶,fcsh,12/16,https://www.ptt.cc/bbs/Bank_Service/M.1734315157.A.B87.html,4
[情報] 2025年 Q1-Q2 Richart優利子帳戶優利專案,hunterboy520,12/16,https://www.ptt.cc/bbs/Bank_Service/M.1734333406.A.1A3.html,58
[問題] 新青安彰化銀行利率顯示,dapu5566,12/16,https://www.ptt.cc/bbs/Bank_Service/M.1734351916.A.A4A.html,11
[情報] 第一銀行 全員啟動數位券,kurtman,12/16,https://www.ptt.cc/bbs/Bank_Service/M.1734352673.A.E68.html,24
Re: [討論] 我某銀行帳號被列入灰名單，不過也能約定,jafacc,12/16,https://www.ptt.cc/bbs/Bank_Service/M.1734358218.A.24E.html,4
Re: [情報] 樂天網銀ｘ悠遊付高利存款：3%超利Hi,operatorm,12/17,https://www.ptt.cc/bbs/Bank_Service/M.1734414001.A.585.html,8
[情報] Linebank 口袋帳戶 10萬 1.5%,on2,12/17,https://www.ptt.cc/bbs/Bank_Service/M.1734446229.A.078.html,28
[問題] 美元定存到期要存哪間銀行好？,sho83,12/18,https://www.ptt.cc/bbs/Bank_Service/M.1734482760.A.705.html,14
[情報] 永豐大戶 DAWHO 2025上半年最新優惠登場,AroundU,12/19,https://www.ptt.cc/bbs/Bank_Service/M.1734595344.A.9E0.html,69
[情報] 京城Goyee數位帳戶跨轉提優惠次數續延到2025年底,Kazamatsuri,12/20,https://www.ptt.cc/bbs/Bank_Service/M.1734676695.A.515.html,2
[討論] 最近中信My Way點比較好換OP點?,i86540288,12/20,https://www.ptt.cc/bbs/Bank_Service/M.1734702209.A.370.html,11
[情報] 新光、上海、合庫 週末系統維護停機公告,AroundU,12/20,https://www.ptt.cc/bbs/Bank_Service/M.1734705499.A.A50.html,11
[閒聊] 新光利息尾款下來了,jafacc,12/21,https://www.ptt.cc/bbs/Bank_Service/M.1734717972.A.E2C.html,45
Re: [情報] 台中銀 Lolly Bank 數位帳戶上線,operatorm,12/21,https://www.ptt.cc/bbs/Bank_Service/M.1734727573.A.72E.html,32
[情報] 王道愛減碳 一卡通卡友,papau,12/21,https://www.ptt.cc/bbs/Bank_Service/M.1734747390.A.626.html,1
Re: [情報] 台中銀 Lolly Bank 數位帳戶上線,TZUYIC,12/21,https://www.ptt.cc/bbs/Bank_Service/M.1734761527.A.E4D.html,16
Re: [情報] 新光OU數位帳戶綁全盈+Pay繳費,TZUYIC,12/21,https://www.ptt.cc/bbs/Bank_Service/M.1734763520.A.B06.html,12
[問題] 合庫動態鍵盤空白，刪除元件，重新安裝,iPhoneSE,12/21,https://www.ptt.cc/bbs/Bank_Service/M.1734766666.A.72B.html,6
[閒聊] 11/27-2/28 富邦Fubon+生活繳費3筆送50元回饋金,Kazamatsuri,12/22,https://www.ptt.cc/bbs/Bank_Service/M.1734878464.A.220.html,11
[情報] 將來銀行 2025 第一季存款專案延續,AroundU,12/25,https://www.ptt.cc/bbs/Bank_Service/M.1735123285.A.4E4.html,13
[情報] 高雄銀行 雄 Hoyaa 數位帳戶 114 年優惠,AroundU,12/25,https://www.ptt.cc/bbs/Bank_Service/M.1735125068.A.092.html,26
[問題] 上海數位帳戶與全國繳費網繳費,ianqoo2000,12/25,https://www.ptt.cc/bbs/Bank_Service/M.1735131297.A.0B6.html,4
Re: [問題] 美國中國信託全球速匯,agoonee,12/26,https://www.ptt.cc/bbs/Bank_Service/M.1735167465.A.153.html,5
2025聯邦NNB活存升級15萬內新戶10%舊戶4%,federerfan,12/26,https://www.ptt.cc/bbs/Bank_Service/M.1735182449.A.FBB.html,爆
[問題] 新戶開戶選擇求推薦,seniorjj,12/26,https://www.ptt.cc/bbs/Bank_Service/M.1735182679.A.702.html,8
[情報] 將來銀行開通外匯服務！美金定存10%,x55vs66x,12/26,https://www.ptt.cc/bbs/Bank_Service/M.1735194255.A.BDB.html,19
[公告] qddcynthia 水桶一年,jasome,12/26,https://www.ptt.cc/bbs/Bank_Service/M.1735218252.A.ADE.html,
Wise透過Line Bank入金的問題,joyen,12/26,https://www.ptt.cc/bbs/Bank_Service/M.1735225913.A.830.html,2
[情報] 華南114年SnY個人數位存款帳戶專屬優惠,deersummer,12/27,https://www.ptt.cc/bbs/Bank_Service/M.1735278250.A.39D.html,爆
[新聞] 永豐金砸599億元 取得京城銀100％股權,lianpig5566,12/27,https://www.ptt.cc/bbs/Bank_Service/M.1735304397.A.865.html,45
[閒聊] 外籍人士無法在永豐線上開立定存單,p520888,12/27,https://www.ptt.cc/bbs/Bank_Service/M.1735311672.A.5B0.html,
[情報] 2025Q1 樂天1.5%無上限續延,Kazamatsuri,12/28,https://www.ptt.cc/bbs/Bank_Service/M.1735315357.A.9A6.html,7
[問題]想申請專業投資人，有推薦的銀行嗎,Latte7,12/28,https://www.ptt.cc/bbs/Bank_Service/M.1735364227.A.684.html,3
Re: [情報] 王道活儲20萬內2.1%(有條件),SLII,12/28,https://www.ptt.cc/bbs/Bank_Service/M.1735378366.A.A96.html,35
[問題] 請問人不在台灣有辦法把錢匯到美國嗎,monkeyboy234,12/29,https://www.ptt.cc/bbs/Bank_Service/M.1735440593.A.E7C.html,22
[情報] 王道銀行 春聯徽章 集徽章賺mo幣,deersummer,12/30,https://www.ptt.cc/bbs/Bank_Service/M.1735488843.A.674.html,41
[情報] 土銀數位帳戶優惠續延到2025年底,Kazamatsuri,12/30,https://www.ptt.cc/bbs/Bank_Service/M.1735540558.A.1AC.html,19
[問題] 台灣pay轉帳免手續費只到2024嗎?,aora,12/30,https://www.ptt.cc/bbs/Bank_Service/M.1735541180.A.2B3.html,12
[問題] 台新點新增台中銀他行卡(已解決),stilllonely,12/30,https://www.ptt.cc/bbs/Bank_Service/M.1735552857.A.8D7.html,6
[情報] 台新ATM跨行交易滿5筆以上，每筆送台新Po,mike5a5,12/30,https://www.ptt.cc/bbs/Bank_Service/M.1735558502.A.EEB.html,9
[情報] 2025上半年 上海CloudBank優惠不變,Kazamatsuri,12/30,https://www.ptt.cc/bbs/Bank_Service/M.1735569412.A.6FB.html,21
Re: [情報] 台中銀 Lolly Bank 數位帳戶上線,rating,12/31,https://www.ptt.cc/bbs/Bank_Service/M.1735609019.A.F49.html,5
[情報] 臺企 Hokii 臺幣數位存款帳戶全新優惠,AroundU,12/31,https://www.ptt.cc/bbs/Bank_Service/M.1735624504.A.026.html,61
[問題]  台北市銀行保險箱,AudreyJin,12/31,https://www.ptt.cc/bbs/Bank_Service/M.1735625436.A.473.html,2
[情報] 王道簽帳卡行動支付5%回饋,Cookieptt,12/31,https://www.ptt.cc/bbs/Bank_Service/M.1735629588.A.DFC.html,91
Re: [情報] OU數位帳戶跨行手續費5次變3次,Kazamatsuri,12/31,https://www.ptt.cc/bbs/Bank_Service/M.1735630192.A.439.html,6
[情報] 將來銀行將將卡：加碼降低、門檻拉高,violetsasa,12/31,https://www.ptt.cc/bbs/Bank_Service/M.1735632183.A.07C.html,14
[情報] 2025兆豐MegaLite 10萬 1.975%,slouchy,12/31,https://www.ptt.cc/bbs/Bank_Service/M.1735634158.A.6C0.html,11
[心得] 將來銀行電匯IB證券,johnhung0262,12/31,https://www.ptt.cc/bbs/Bank_Service/M.1735634341.A.CFC.html,12
[情報] 將來帳戶跨行轉帳/跨行提款/跨行存款,on2,12/31,https://www.ptt.cc/bbs/Bank_Service/M.1735640378.A.C99.html,8
[情報] 2025年各家數位帳戶高利活存總整理,lixianglife,12/31,https://www.ptt.cc/bbs/Bank_Service/M.1735644492.A.9CC.html,88
[情報] 彰銀 e 財寶數位存款帳戶 114 年優惠通知,AroundU,12/31,https://www.ptt.cc/bbs/Bank_Service/M.1735645371.A.125.html,8
[情報] 上海銀行 新網銀系統轉換公告,AroundU,12/31,https://www.ptt.cc/bbs/Bank_Service/M.1735658626.A.2AC.html,2
[閒聊]  中信ATM集點優惠活動沒了？,Wiki0623,1/01,https://www.ptt.cc/bbs/Bank_Service/M.1735697069.A.FE2.html,10
匯豐銀行活存最高2.2%,Takadanobaba,1/01,https://www.ptt.cc/bbs/Bank_Service/M.1735698338.A.A36.html,10
[情報] line bank台幣定存2%,darkmore,1/01,https://www.ptt.cc/bbs/Bank_Service/M.1735700633.A.341.html,14
